2025-04-04 20:07:06,971 - INFO - Starting table creation/update process.
2025-04-04 20:07:09,180 - INFO - Tables created or updated successfully.
2025-04-04 20:07:09,185 - INFO - Starting processing for Tagalog Words from ..\data\tagalog-words.json
2025-04-04 20:07:09,185 - INFO - Processing Tagalog words from: ..\data\tagalog-words.json
2025-04-04 20:07:09,186 - INFO - Using standardized source identifier: 'diksiyonaryo.ph'
2025-04-04 20:07:09,952 - INFO - Found 65336 entries to process
2025-04-04 20:07:13,427 - WARNING - Skipping self-relation for word ID 899, type 'synonym', source 'diksiyonaryo.ph'.
2025-04-04 20:14:51,221 - WARNING - Skipping self-relation for word ID 13453, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:51,296 - WARNING - Skipping self-relation for word ID 72010, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:51,326 - WARNING - Skipping self-relation for word ID 7515, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:51,351 - WARNING - Skipping self-relation for word ID 37473, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:51,495 - WARNING - Skipping self-relation for word ID 12158, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:51,570 - WARNING - Skipping self-relation for word ID 15342, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:51,645 - WARNING - Skipping self-relation for word ID 40802, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:51,687 - WARNING - Skipping self-relation for word ID 33385, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:51,768 - WARNING - Skipping self-relation for word ID 40207, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:51,813 - WARNING - Skipping self-relation for word ID 41419, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:51,870 - WARNING - Skipping self-relation for word ID 19499, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:51,958 - WARNING - Skipping self-relation for word ID 47370, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:51,974 - WARNING - Skipping self-relation for word ID 37581, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:52,027 - WARNING - Skipping self-relation for word ID 110115, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:52,057 - WARNING - Skipping self-relation for word ID 42175, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:52,125 - WARNING - Skipping self-relation for word ID 38904, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:52,145 - WARNING - Skipping self-relation for word ID 51794, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:52,192 - WARNING - Skipping self-relation for word ID 8907, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:52,195 - WARNING - Skipping self-relation for word ID 8907, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:52,218 - WARNING - Skipping self-relation for word ID 49054, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:52,272 - WARNING - Skipping self-relation for word ID 33943, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:52,306 - WARNING - Skipping self-relation for word ID 5633, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:52,340 - WARNING - Skipping self-relation for word ID 50806, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:52,378 - WARNING - Skipping self-relation for word ID 61544, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:52,384 - WARNING - Skipping self-relation for word ID 61544, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:54,534 - WARNING - Skipping self-relation for word ID 46801, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:54,800 - WARNING - Skipping self-relation for word ID 46801, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:55,102 - WARNING - Skipping self-relation for word ID 46801, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:55,645 - WARNING - Skipping self-relation for word ID 124851, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:55,726 - WARNING - Skipping self-relation for word ID 28935, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:55,761 - WARNING - Skipping self-relation for word ID 25985, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:55,795 - WARNING - Skipping self-relation for word ID 50455, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:55,924 - WARNING - Skipping self-relation for word ID 42760, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:55,948 - WARNING - Skipping self-relation for word ID 112326, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:55,984 - WARNING - Skipping self-relation for word ID 12263, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:56,013 - WARNING - Skipping self-relation for word ID 105560, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:56,039 - WARNING - Skipping self-relation for word ID 159, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:56,070 - WARNING - Skipping self-relation for word ID 91255, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:56,110 - WARNING - Skipping self-relation for word ID 87063, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:56,131 - WARNING - Skipping self-relation for word ID 108553, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:56,177 - WARNING - Skipping self-relation for word ID 9969, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:56,287 - WARNING - Skipping self-relation for word ID 35034, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:56,343 - WARNING - Skipping self-relation for word ID 2047, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:56,381 - WARNING - Skipping self-relation for word ID 95283, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:56,495 - WARNING - Skipping self-relation for word ID 97479, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:56,521 - WARNING - Skipping self-relation for word ID 11225, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:56,543 - WARNING - Skipping self-relation for word ID 39690, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:56,615 - WARNING - Skipping self-relation for word ID 58063, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:56,730 - WARNING - Skipping self-relation for word ID 43711, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:56,762 - WARNING - Skipping self-relation for word ID 100338, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:56,776 - WARNING - Skipping self-relation for word ID 13909, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:56,794 - WARNING - Skipping self-relation for word ID 9315, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:56,807 - WARNING - Skipping self-relation for word ID 83308, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:56,822 - WARNING - Skipping self-relation for word ID 50669, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:56,863 - WARNING - Skipping self-relation for word ID 47466, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:56,876 - WARNING - Skipping self-relation for word ID 63067, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:56,925 - WARNING - Skipping self-relation for word ID 63175, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:56,934 - WARNING - Skipping self-relation for word ID 25292, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:56,979 - WARNING - Skipping self-relation for word ID 47514, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:57,055 - WARNING - Skipping self-relation for word ID 56267, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:57,101 - WARNING - Skipping self-relation for word ID 15522, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:57,119 - WARNING - Skipping self-relation for word ID 94416, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:57,215 - WARNING - Skipping self-relation for word ID 61703, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:57,265 - WARNING - Skipping self-relation for word ID 95069, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:57,312 - WARNING - Skipping self-relation for word ID 26391, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:57,345 - WARNING - Skipping self-relation for word ID 118370, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:57,448 - WARNING - Skipping self-relation for word ID 27779, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:57,508 - WARNING - Skipping self-relation for word ID 50505, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:57,543 - WARNING - Skipping self-relation for word ID 44795, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:57,569 - WARNING - Skipping self-relation for word ID 125527, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:57,582 - WARNING - Skipping self-relation for word ID 8363, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:57,596 - WARNING - Skipping self-relation for word ID 12569, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:57,636 - WARNING - Skipping self-relation for word ID 10721, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:57,695 - WARNING - Skipping self-relation for word ID 100517, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:57,708 - WARNING - Skipping self-relation for word ID 60096, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:57,727 - WARNING - Skipping self-relation for word ID 26023, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:57,758 - WARNING - Skipping self-relation for word ID 38316, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:57,773 - WARNING - Skipping self-relation for word ID 15331, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:57,813 - WARNING - Skipping self-relation for word ID 113448, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:57,833 - WARNING - Skipping self-relation for word ID 10526, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:57,855 - WARNING - Skipping self-relation for word ID 9728, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:57,964 - WARNING - Skipping self-relation for word ID 66266, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:57,987 - WARNING - Skipping self-relation for word ID 13338, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:58,034 - WARNING - Skipping self-relation for word ID 13717, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:58,060 - WARNING - Skipping self-relation for word ID 13717, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:58,135 - WARNING - Skipping self-relation for word ID 23233, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:58,182 - WARNING - Skipping self-relation for word ID 107415, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:58,212 - WARNING - Skipping self-relation for word ID 97816, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:58,313 - WARNING - Skipping self-relation for word ID 65089, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:58,385 - WARNING - Skipping self-relation for word ID 113150, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:58,408 - WARNING - Skipping self-relation for word ID 52668, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:58,472 - WARNING - Skipping self-relation for word ID 64553, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:58,506 - WARNING - Skipping self-relation for word ID 50108, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:58,572 - WARNING - Skipping self-relation for word ID 43453, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:58,621 - WARNING - Skipping self-relation for word ID 36755, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:58,660 - WARNING - Skipping self-relation for word ID 92624, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:58,703 - WARNING - Skipping self-relation for word ID 113380, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:58,728 - WARNING - Skipping self-relation for word ID 75925, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:58,752 - WARNING - Skipping self-relation for word ID 21565, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:58,799 - WARNING - Skipping self-relation for word ID 14869, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:58,816 - WARNING - Skipping self-relation for word ID 103499, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:58,837 - WARNING - Skipping self-relation for word ID 46231, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:58,885 - WARNING - Skipping self-relation for word ID 91407, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:58,914 - WARNING - Skipping self-relation for word ID 46767, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:58,974 - WARNING - Skipping self-relation for word ID 12725, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:59,017 - WARNING - Skipping self-relation for word ID 39601, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:59,059 - WARNING - Skipping self-relation for word ID 112727, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:59,090 - WARNING - Skipping self-relation for word ID 45986, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:59,202 - WARNING - Skipping self-relation for word ID 87026, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:59,205 - WARNING - Skipping self-relation for word ID 87026, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:59,250 - WARNING - Skipping self-relation for word ID 9347, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:59,302 - WARNING - Skipping self-relation for word ID 49774, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:59,340 - WARNING - Skipping self-relation for word ID 36637, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:59,429 - WARNING - Skipping self-relation for word ID 38648, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:59,562 - WARNING - Skipping self-relation for word ID 106304, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:14:59,611 - WARNING - Skipping self-relation for word ID 106304, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:00,609 - WARNING - Skipping self-relation for word ID 91257, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:00,645 - WARNING - Skipping self-relation for word ID 39950, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:00,669 - WARNING - Skipping self-relation for word ID 12680, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:00,736 - WARNING - Skipping self-relation for word ID 11705, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:00,772 - WARNING - Skipping self-relation for word ID 19142, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:00,800 - WARNING - Skipping self-relation for word ID 19316, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:00,821 - WARNING - Skipping self-relation for word ID 49982, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:00,849 - WARNING - Skipping self-relation for word ID 34855, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:00,869 - WARNING - Skipping self-relation for word ID 45770, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:00,900 - WARNING - Skipping self-relation for word ID 37380, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:00,920 - WARNING - Skipping self-relation for word ID 64310, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:00,977 - WARNING - Skipping self-relation for word ID 43779, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:01,013 - WARNING - Skipping self-relation for word ID 19400, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:01,099 - WARNING - Skipping self-relation for word ID 12300, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:01,131 - WARNING - Skipping self-relation for word ID 58267, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:01,182 - WARNING - Skipping self-relation for word ID 16443, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:01,249 - WARNING - Skipping self-relation for word ID 100101, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:01,275 - WARNING - Skipping self-relation for word ID 59939, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:01,301 - WARNING - Skipping self-relation for word ID 103738, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:01,345 - WARNING - Skipping self-relation for word ID 47984, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:01,368 - WARNING - Skipping self-relation for word ID 95015, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:01,405 - WARNING - Skipping self-relation for word ID 40779, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:01,439 - WARNING - Skipping self-relation for word ID 94699, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:01,468 - WARNING - Skipping self-relation for word ID 107, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:01,519 - WARNING - Skipping self-relation for word ID 66025, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:01,552 - WARNING - Skipping self-relation for word ID 36956, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:01,569 - WARNING - Skipping self-relation for word ID 64008, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:01,658 - WARNING - Skipping self-relation for word ID 4517, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:01,671 - WARNING - Skipping self-relation for word ID 107516, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:01,765 - WARNING - Skipping self-relation for word ID 109650, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:01,782 - WARNING - Skipping self-relation for word ID 51325, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:01,838 - WARNING - Skipping self-relation for word ID 52323, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:01,882 - WARNING - Skipping self-relation for word ID 25874, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:01,945 - WARNING - Skipping self-relation for word ID 114170, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:01,955 - WARNING - Skipping self-relation for word ID 22779, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:02,028 - WARNING - Skipping self-relation for word ID 32779, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:02,060 - WARNING - Skipping self-relation for word ID 51455, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:02,107 - WARNING - Skipping self-relation for word ID 18796, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:02,130 - WARNING - Skipping self-relation for word ID 46736, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:02,164 - WARNING - Skipping self-relation for word ID 76510, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:02,207 - WARNING - Skipping self-relation for word ID 5012, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:02,242 - WARNING - Skipping self-relation for word ID 4858, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:02,284 - WARNING - Skipping self-relation for word ID 107486, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:02,325 - WARNING - Skipping self-relation for word ID 105390, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:02,432 - WARNING - Skipping self-relation for word ID 65734, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:02,449 - WARNING - Skipping self-relation for word ID 42453, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:02,496 - WARNING - Skipping self-relation for word ID 41736, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:02,548 - WARNING - Skipping self-relation for word ID 94873, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:02,567 - WARNING - Skipping self-relation for word ID 114233, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:02,588 - WARNING - Skipping self-relation for word ID 37809, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:02,607 - WARNING - Skipping self-relation for word ID 96712, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:02,636 - WARNING - Skipping self-relation for word ID 15948, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:02,676 - WARNING - Skipping self-relation for word ID 49623, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:02,724 - WARNING - Skipping self-relation for word ID 53488, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:02,750 - WARNING - Skipping self-relation for word ID 85309, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:02,874 - WARNING - Skipping self-relation for word ID 68021, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:02,982 - WARNING - Skipping self-relation for word ID 3123, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:02,994 - WARNING - Skipping self-relation for word ID 69986, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:03,044 - WARNING - Skipping self-relation for word ID 40610, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:03,122 - WARNING - Skipping self-relation for word ID 17335, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:03,145 - WARNING - Skipping self-relation for word ID 21143, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:03,169 - WARNING - Skipping self-relation for word ID 116351, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:03,191 - WARNING - Skipping self-relation for word ID 59258, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:03,204 - WARNING - Skipping self-relation for word ID 88824, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:03,254 - WARNING - Skipping self-relation for word ID 54193, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:03,319 - WARNING - Skipping self-relation for word ID 3882, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:03,332 - WARNING - Skipping self-relation for word ID 99712, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:03,415 - WARNING - Skipping self-relation for word ID 11206, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:03,437 - WARNING - Skipping self-relation for word ID 18892, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:03,468 - WARNING - Skipping self-relation for word ID 8710, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:03,497 - WARNING - Skipping self-relation for word ID 95572, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:03,530 - WARNING - Skipping self-relation for word ID 12130, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:03,591 - WARNING - Skipping self-relation for word ID 19442, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:03,616 - WARNING - Skipping self-relation for word ID 13256, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:03,701 - WARNING - Skipping self-relation for word ID 60968, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:03,729 - WARNING - Skipping self-relation for word ID 96569, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:03,755 - WARNING - Skipping self-relation for word ID 26997, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:03,773 - WARNING - Skipping self-relation for word ID 78962, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:03,831 - WARNING - Skipping self-relation for word ID 60405, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:03,855 - WARNING - Skipping self-relation for word ID 94436, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:03,895 - WARNING - Skipping self-relation for word ID 107435, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:03,918 - WARNING - Skipping self-relation for word ID 37226, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:03,970 - WARNING - Skipping self-relation for word ID 38530, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:04,009 - WARNING - Skipping self-relation for word ID 113249, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:04,030 - WARNING - Skipping self-relation for word ID 103640, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:04,046 - WARNING - Skipping self-relation for word ID 91010, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:04,058 - WARNING - Skipping self-relation for word ID 28011, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:04,078 - WARNING - Skipping self-relation for word ID 19896, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:04,105 - WARNING - Skipping self-relation for word ID 15453, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:04,142 - WARNING - Skipping self-relation for word ID 39051, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:04,169 - WARNING - Skipping self-relation for word ID 65145, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:04,194 - WARNING - Skipping self-relation for word ID 37592, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:04,258 - WARNING - Skipping self-relation for word ID 86616, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:04,307 - WARNING - Skipping self-relation for word ID 2700, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:04,335 - WARNING - Skipping self-relation for word ID 86301, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:04,361 - WARNING - Skipping self-relation for word ID 94260, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:04,402 - WARNING - Skipping self-relation for word ID 37351, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:04,515 - WARNING - Skipping self-relation for word ID 58558, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:04,563 - WARNING - Skipping self-relation for word ID 87366, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:04,658 - WARNING - Skipping self-relation for word ID 4993, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:04,695 - WARNING - Skipping self-relation for word ID 34709, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:04,749 - WARNING - Skipping self-relation for word ID 39764, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:04,767 - WARNING - Skipping self-relation for word ID 96310, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:04,798 - WARNING - Skipping self-relation for word ID 4376, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:04,850 - WARNING - Skipping self-relation for word ID 105686, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:04,877 - WARNING - Skipping self-relation for word ID 11090, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:04,902 - WARNING - Skipping self-relation for word ID 107034, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:04,934 - WARNING - Skipping self-relation for word ID 56577, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:04,992 - WARNING - Skipping self-relation for word ID 101001, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:05,025 - WARNING - Skipping self-relation for word ID 19629, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:05,053 - WARNING - Skipping self-relation for word ID 33937, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:05,074 - WARNING - Skipping self-relation for word ID 113708, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:05,095 - WARNING - Skipping self-relation for word ID 62873, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:05,129 - WARNING - Skipping self-relation for word ID 33798, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:05,154 - WARNING - Skipping self-relation for word ID 14557, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:05,172 - WARNING - Skipping self-relation for word ID 20371, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:05,215 - WARNING - Skipping self-relation for word ID 105849, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:05,243 - WARNING - Skipping self-relation for word ID 71402, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:05,256 - WARNING - Skipping self-relation for word ID 82814, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:05,308 - WARNING - Skipping self-relation for word ID 108171, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:05,353 - WARNING - Skipping self-relation for word ID 66168, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:05,412 - WARNING - Skipping self-relation for word ID 36678, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:05,441 - WARNING - Skipping self-relation for word ID 113436, type 'derived_from', source 'tagalog.com'.
2025-04-04 20:15:05,477 - WARNING - Skipping self-relation for word ID 18311, type 'derived_from', source 'tagalog.com'.
