2025-03-29 10:50:09,523 - INFO - Starting table creation/update process.
2025-03-29 10:50:09,711 - INFO - Tables created or updated successfully.
2025-03-29 10:50:09,714 - INFO - Processing Tagalog words from: ..\data\tagalog-words.json
2025-03-29 10:50:10,403 - INFO - Found 65336 entries to process
2025-03-29 10:50:12,129 - WARNING - Duplicate definition detected for word ID 703: áraw-...

2025-03-29 10:50:12,504 - ERROR - Error processing entry 'akrál': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,505 - ERROR - Error processing entry 'akrás': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,505 - ERROR - Error processing entry 'akreditá': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,506 - ERROR - Error processing entry 'akreditádo': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,506 - ERROR - Error processing entry 'akreditasyón': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,506 - ERROR - Error processing entry 'akrílikó': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,507 - ERROR - Error processing entry 'ákrobát': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,507 - ERROR - Error processing entry 'akróbatá': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,507 - ERROR - Error processing entry 'akrobátiká': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,507 - ERROR - Error processing entry 'akrobátikó': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,508 - ERROR - Error processing entry 'akromátikó': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,508 - ERROR - Error processing entry 'akromatisá': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,508 - ERROR - Error processing entry 'akromatísmo': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,509 - ERROR - Error processing entry 'ákroním': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,509 - ERROR - Error processing entry 'akrópolís': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,510 - ERROR - Error processing entry 'akróstik': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,510 - ERROR - Error processing entry 'aksáb': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,511 - ERROR - Error processing entry 'aksám': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,512 - ERROR - Error processing entry 'aksáp': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,512 - ERROR - Error processing entry 'aksayá': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,513 - ERROR - Error processing entry 'akséng': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,513 - ERROR - Error processing entry 'aksengán': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,513 - ERROR - Error processing entry 'aksesíble': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,514 - ERROR - Error processing entry 'aksésit': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,514 - ERROR - Error processing entry 'akséso': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,514 - ERROR - Error processing entry 'aksesórya': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,515 - ERROR - Error processing entry 'aksidénte': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,515 - ERROR - Error processing entry 'áksik': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,515 - ERROR - Error processing entry 'aksíp': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,516 - ERROR - Error processing entry 'áksis': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,516 - ERROR - Error processing entry 'aksíw': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,516 - ERROR - Error processing entry 'aksiyóm': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,517 - ERROR - Error processing entry 'aksiyomátik': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,518 - ERROR - Error processing entry 'aksiyomátikó': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,518 - ERROR - Error processing entry 'aksiyón': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,518 - ERROR - Error processing entry 'aksiyonísta': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,519 - ERROR - Error processing entry 'ákta': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,519 - ERROR - Error processing entry 'aktás': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,520 - ERROR - Error processing entry 'aktibidád': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,520 - ERROR - Error processing entry 'áktibísmo': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,520 - ERROR - Error processing entry 'áktibísta': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,521 - ERROR - Error processing entry 'aktíbo': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,521 - ERROR - Error processing entry 'ákting': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,521 - ERROR - Error processing entry 'áktitúd': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,522 - ERROR - Error processing entry 'ákto': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,522 - ERROR - Error processing entry 'áktor': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,522 - ERROR - Error processing entry 'aktuwál': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,523 - ERROR - Error processing entry 'aktuwáryo': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,524 - ERROR - Error processing entry 'akúd': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,524 - ERROR - Error processing entry 'akukabkáb': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,524 - ERROR - Error processing entry 'akúlturasyón': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,525 - ERROR - Error processing entry 'akumuladór': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,525 - ERROR - Error processing entry 'akumulasyón': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,525 - ERROR - Error processing entry 'akumulatíbo': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,526 - ERROR - Error processing entry 'ákup': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,526 - ERROR - Error processing entry 'alasiwsíw': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,527 - ERROR - Error processing entry 'aláska': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,527 - ERROR - Error processing entry 'alaskadór': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,528 - ERROR - Error processing entry 'alás-kuwátro': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,528 - ERROR - Error processing entry 'alasúwas': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,529 - ERROR - Error processing entry 'alát': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,529 - ERROR - Error processing entry 'álat': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,530 - ERROR - Error processing entry 'alátan': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,530 - ERROR - Error processing entry 'alát-at': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,531 - ERROR - Error processing entry 'alatî-i': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,531 - ERROR - Error processing entry 'alatíit': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,531 - ERROR - Error processing entry 'alatówat': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,532 - ERROR - Error processing entry 'alátwat': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,532 - ERROR - Error processing entry 'alaúli': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,532 - ERROR - Error processing entry 'aláw': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,532 - ERROR - Error processing entry 'alawák': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,533 - ERROR - Error processing entry 'alawás': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,533 - ERROR - Error processing entry 'aláwas': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,533 - ERROR - Error processing entry 'aláwig': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,534 - ERROR - Error processing entry 'alawíhaw': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,535 - ERROR - Error processing entry 'álay': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,535 - ERROR - Error processing entry 'aláy-ay': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,535 - ERROR - Error processing entry 'aláyon': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,536 - ERROR - Error processing entry 'álba': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,536 - ERROR - Error processing entry 'albág': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,537 - ERROR - Error processing entry 'albaháka': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,537 - ERROR - Error processing entry 'albakóra': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,537 - ERROR - Error processing entry 'Albanés': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,538 - ERROR - Error processing entry 'Albania': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,538 - ERROR - Error processing entry 'Albanian': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,538 - ERROR - Error processing entry 'Albánya': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,539 - ERROR - Error processing entry 'álbatrós': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,539 - ERROR - Error processing entry 'albáy': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,539 - ERROR - Error processing entry 'Albáy': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,540 - ERROR - Error processing entry 'albayálde': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,540 - ERROR - Error processing entry 'albé': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,541 - ERROR - Error processing entry 'albeólo': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,541 - ERROR - Error processing entry 'albino': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,541 - ERROR - Error processing entry 'albó': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,542 - ERROR - Error processing entry 'albóng': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,542 - ERROR - Error processing entry 'albornós': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,544 - ERROR - Error processing entry 'alboróto': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,544 - ERROR - Error processing entry 'álbug': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,545 - ERROR - Error processing entry 'albúgan': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,545 - ERROR - Error processing entry 'álbul': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,546 - ERROR - Error processing entry 'albuláryo': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,546 - ERROR - Error processing entry 'álbum': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,547 - ERROR - Error processing entry 'albumen': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,547 - ERROR - Error processing entry 'albumína': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,548 - ERROR - Error processing entry 'albundigás': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,548 - ERROR - Error processing entry 'alburnós': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,548 - ERROR - Error processing entry 'albútra': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,549 - ERROR - Error processing entry 'alchemy': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,549 - ERROR - Error processing entry 'alcohol': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,549 - ERROR - Error processing entry 'alcoholic': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,550 - ERROR - Error processing entry 'alcoholometer': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,550 - ERROR - Error processing entry 'aldába': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,550 - ERROR - Error processing entry 'aldabís': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,551 - ERROR - Error processing entry 'aldáw': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,551 - ERROR - Error processing entry 'áldaw': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,552 - ERROR - Error processing entry 'aldéa': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,553 - ERROR - Error processing entry 'aldehído': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,553 - ERROR - Error processing entry 'aldehyde': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,553 - ERROR - Error processing entry 'aldénte': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,554 - ERROR - Error processing entry 'alderman': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,554 - ERROR - Error processing entry 'aldó': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,555 - ERROR - Error processing entry 'aldonísis': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,555 - ERROR - Error processing entry 'aldúk': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,555 - ERROR - Error processing entry 'ale': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,555 - ERROR - Error processing entry 'ále': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,556 - ERROR - Error processing entry 'Alecto': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,556 - ERROR - Error processing entry 'alegasyón': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,556 - ERROR - Error processing entry 'alegáto': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,557 - ERROR - Error processing entry 'alegórikó': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,557 - ERROR - Error processing entry 'alegorísta': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,557 - ERROR - Error processing entry 'alegórya': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,558 - ERROR - Error processing entry 'alegríya': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,558 - ERROR - Error processing entry 'alégro': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,559 - ERROR - Error processing entry 'Alehandrína': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,560 - ERROR - Error processing entry 'alehandríno': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,560 - ERROR - Error processing entry 'alehílyos': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,561 - ERROR - Error processing entry 'alelí': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,561 - ERROR - Error processing entry 'alelúya': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,562 - ERROR - Error processing entry 'Alelúya!': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,562 - ERROR - Error processing entry 'Alelúya': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,563 - ERROR - Error processing entry 'Alemán': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,563 - ERROR - Error processing entry 'Alemania': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,563 - ERROR - Error processing entry 'Alemánya': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,564 - ERROR - Error processing entry 'alembic': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,564 - ERROR - Error processing entry 'alémbong': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,565 - ERROR - Error processing entry 'alémek': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,565 - ERROR - Error processing entry 'áleng-áleng': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,566 - ERROR - Error processing entry 'alenlenég': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,566 - ERROR - Error processing entry 'aleph': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,566 - ERROR - Error processing entry 'alérdyik': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,567 - ERROR - Error processing entry 'alerhíya': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,567 - ERROR - Error processing entry 'aléro': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,567 - ERROR - Error processing entry 'alérta': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,568 - ERROR - Error processing entry 'alakdán': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,568 - ERROR - Error processing entry 'alakéka': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,569 - ERROR - Error processing entry 'alákkak': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,569 - ERROR - Error processing entry 'alakóm': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,569 - ERROR - Error processing entry 'alakóp': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,570 - ERROR - Error processing entry 'alakós': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,570 - ERROR - Error processing entry 'alakrán': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,571 - ERROR - Error processing entry 'alaksíw': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,571 - ERROR - Error processing entry 'alaktíya': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,572 - ERROR - Error processing entry 'alákus': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,572 - ERROR - Error processing entry 'alál': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,572 - ERROR - Error processing entry 'al-ál': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,573 - ERROR - Error processing entry 'alála': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,573 - ERROR - Error processing entry 'alálad': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,573 - ERROR - Error processing entry 'alaláhanín': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,574 - ERROR - Error processing entry 'alalaksín': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,574 - ERROR - Error processing entry 'alalaóng': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,574 - ERROR - Error processing entry 'alalaóng bagá': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,575 - ERROR - Error processing entry 'Alalaóng sána!': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,576 - ERROR - Error processing entry 'alalátang': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,576 - ERROR - Error processing entry 'álalawà': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,577 - ERROR - Error processing entry 'alalawígan': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,577 - ERROR - Error processing entry 'alálay': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,578 - ERROR - Error processing entry 'alálay-túlos': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,578 - ERROR - Error processing entry 'alálo': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,579 - ERROR - Error processing entry 'al-álya': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,579 - ERROR - Error processing entry 'alám': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,579 - ERROR - Error processing entry 'álam': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,580 - ERROR - Error processing entry 'alamá': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,580 - ERROR - Error processing entry 'alamáam': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,580 - ERROR - Error processing entry 'alámag': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,581 - ERROR - Error processing entry 'aláman': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,581 - ERROR - Error processing entry 'alamáng': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,582 - ERROR - Error processing entry 'alamát': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,582 - ERROR - Error processing entry 'alámbag': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,582 - ERROR - Error processing entry 'alambangbáng': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,583 - ERROR - Error processing entry 'alámbet': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,583 - ERROR - Error processing entry 'alambíhod': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,583 - ERROR - Error processing entry 'alambíke': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,584 - ERROR - Error processing entry 'alámbre': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,584 - ERROR - Error processing entry 'alambréra': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,584 - ERROR - Error processing entry 'alambrílyo': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,585 - ERROR - Error processing entry 'alamén': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,585 - ERROR - Error processing entry 'alamíd': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,586 - ERROR - Error processing entry 'alamír': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,586 - ERROR - Error processing entry 'alamís': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,587 - ERROR - Error processing entry 'alamósa': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,587 - ERROR - Error processing entry 'alámpat': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,588 - ERROR - Error processing entry 'alampáy': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,588 - ERROR - Error processing entry 'álan': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,588 - ERROR - Error processing entry 'aláng': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,589 - ERROR - Error processing entry 'álang': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,589 - ERROR - Error processing entry 'alangáang': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,589 - ERROR - Error processing entry 'aláng-aláng': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,590 - ERROR - Error processing entry 'álang-álang': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,590 - ERROR - Error processing entry 'alangán': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,591 - ERROR - Error processing entry 'Alángan': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,591 - ERROR - Error processing entry 'alangánin': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,591 - ERROR - Error processing entry 'alangás': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,592 - ERROR - Error processing entry 'alángas': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,592 - ERROR - Error processing entry 'alángay': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,593 - ERROR - Error processing entry 'alangílang': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,594 - ERROR - Error processing entry 'alangitngít': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,594 - ERROR - Error processing entry 'alangnón': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,595 - ERROR - Error processing entry 'alangúang': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,595 - ERROR - Error processing entry 'alangúlan': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,596 - ERROR - Error processing entry 'aláot': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,596 - ERROR - Error processing entry 'aláp': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,596 - ERROR - Error processing entry 'álap': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,597 - ERROR - Error processing entry 'alapáap': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,597 - ERROR - Error processing entry 'alápap': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,597 - ERROR - Error processing entry 'alapáw': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,598 - ERROR - Error processing entry 'alápaw': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,598 - ERROR - Error processing entry 'alapáyi': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,598 - ERROR - Error processing entry 'aláped': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,600 - ERROR - Error processing entry 'alapón': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,600 - ERROR - Error processing entry 'alapót': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,601 - ERROR - Error processing entry 'alápot': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,601 - ERROR - Error processing entry 'alapúntik': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,602 - ERROR - Error processing entry 'alár': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,602 - ERROR - Error processing entry 'alarákas': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,603 - ERROR - Error processing entry 'alárm': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,603 - ERROR - Error processing entry 'alárma': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,603 - ERROR - Error processing entry 'alarmádo': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,604 - ERROR - Error processing entry 'alarm clock': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,604 - ERROR - Error processing entry 'alarmísta': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,604 - ERROR - Error processing entry 'alás': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,605 - ERROR - Error processing entry 'álas': current transaction is aborted, commands ignored until end of transaction block

2025-03-29 10:50:12,605 - ERROR - Error processing entry 'álas-': current transaction is aborted, commands ignored until end of transaction block

